Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
STAD_TCGA-CD-8530	8.47E-01	1.40E+00	6.00E-01	9.68E-01	3.55E+00	7.81E-01	4.66E+00	1.60E+00	5.19E+00
STAD_TCGA-CD-8531	2.91E-01	1.97E+00	4.42E+00	3.20E+00	1.27E+01	7.85E+00	2.86E+00	1.08E+00	1.40E+01
STAD_TCGA-CD-8532	7.18E-01	1.09E+00	1.00E-01	0.00E+00	2.45E+00	1.15E+00	1.21E+00	1.22E+00	2.18E+00
STAD_TCGA-CD-8533	3.96E-01	2.59E+00	1.94E+00	2.20E+00	3.99E+00	3.70E+00	1.36E+00	1.18E+00	4.22E+00
STAD_TCGA-CD-8534	9.04E-01	2.63E+00	9.55E-01	2.49E+00	2.19E+00	1.45E+00	7.31E-01	1.58E+00	2.30E+00
STAD_TCGA-CD-8535	1.46E+00	2.22E+00	4.00E+00	2.25E+00	9.44E+00	7.54E+00	9.69E+00	2.86E+00	1.71E+01
STAD_TCGA-CD-8536	3.02E+00	7.74E+00	9.68E+00	9.57E+00	3.86E+00	9.75E+00	5.59E+00	7.75E-01	3.34E+00
STAD_TCGA-CD-A486	1.38E+00	2.00E+00	5.97E-01	1.33E+00	5.03E+00	1.37E+00	1.12E+00	1.07E+00	4.37E+00
STAD_TCGA-CD-A487	1.83E+00	2.65E+00	3.04E+00	1.78E+00	2.94E+00	1.14E+00	7.11E+00	1.45E+00	8.24E+00
STAD_TCGA-CD-A489	6.36E-01	2.05E+00	6.05E-01	1.19E+00	3.92E+00	1.56E+00	1.56E+00	1.31E+00	5.32E+00
STAD_TCGA-CD-A48A	3.31E+00	3.85E+00	1.79E+00	3.03E+00	5.60E+00	4.68E+00	8.20E+00	1.59E+00	1.07E+01
STAD_TCGA-CD-A48C	2.26E+00	2.30E+00	2.67E-01	1.55E+00	1.15E+01	1.59E+00	5.94E+00	1.85E+00	1.51E+01
STAD_TCGA-CD-A4MG	4.46E+00	1.55E+01	1.33E+01	1.56E+01	5.11E+00	1.33E+01	2.17E+01	1.91E+00	6.29E+00
STAD_TCGA-CD-A4MH	4.07E-01	2.02E+00	1.63E+00	1.92E+00	3.31E+00	3.71E+00	1.20E+00	1.82E+00	2.95E+00
STAD_TCGA-CD-A4MI	3.30E+00	1.29E+01	7.73E+00	9.80E+00	5.31E+00	8.73E+00	5.61E+00	9.60E-01	2.09E+00
STAD_TCGA-CD-A4MJ	7.00E-01	8.44E+00	5.97E+00	5.31E+00	6.58E+00	5.17E+00	3.44E+00	3.59E-01	6.49E+00
STAD_TCGA-CG-4300	1.58E+00	2.14E+00	9.80E-01	1.45E+00	3.72E+00	1.93E+00	2.84E+00	7.34E-01	4.66E+00
STAD_TCGA-CG-4301	8.92E-01	2.35E+00	1.11E+00	7.64E-01	3.16E+00	1.57E+00	5.63E-01	1.42E+00	2.92E+00
STAD_TCGA-CG-4304	6.46E-01	1.24E+00	1.32E+00	1.24E+00	2.96E+00	2.21E+00	1.45E+00	1.40E+00	3.22E+00
STAD_TCGA-CG-4305	2.77E+00	1.14E+01	1.08E+01	9.69E+00	5.42E+00	5.73E+00	6.44E+00	2.25E+00	6.22E+00
STAD_TCGA-CG-4306	2.11E+00	1.19E+01	8.68E+00	9.10E+00	1.20E+01	9.79E+00	6.93E+00	1.49E+00	4.03E+00
STAD_TCGA-CG-4436	5.00E-01	2.06E+00	1.00E-01	1.35E+00	6.47E+00	2.48E+00	6.28E+00	1.17E+00	1.04E+01
STAD_TCGA-CG-4437	2.72E+00	5.04E+00	6.55E+00	5.12E+00	5.04E+01	5.95E+00	2.90E+00	4.30E+00	5.24E+01
STAD_TCGA-CG-4438	1.74E+00	2.16E+00	2.68E+00	5.00E-01	1.01E+01	1.86E+00	1.70E+00	2.41E+00	8.56E+00
STAD_TCGA-CG-4440	3.03E+00	1.37E+00	1.89E+00	1.89E+00	4.57E+00	1.11E+00	2.51E+00	1.73E+00	4.44E+00
STAD_TCGA-CG-4441	2.22E+00	2.97E+00	1.92E+00	7.86E-01	1.50E+00	2.83E+00	2.40E+00	1.45E+00	3.64E+00
STAD_TCGA-CG-4442	3.39E+00	1.31E+01	1.06E+01	1.55E+01	3.12E+00	6.39E+00	1.14E+01	1.10E+00	4.13E+00
STAD_TCGA-CG-4443	6.01E-01	1.54E+00	6.99E-01	1.18E+00	8.81E+00	1.44E+00	1.30E+00	1.65E+00	8.89E+00
STAD_TCGA-CG-4444	1.09E+00	2.42E+00	1.90E+00	1.39E+00	6.55E+00	5.44E+00	9.08E+00	1.76E+00	1.27E+01
STAD_TCGA-CG-4449	1.46E+00	1.99E+00	1.63E-01	2.54E+00	3.41E+00	1.73E+00	1.43E+00	1.35E+00	2.53E+00
STAD_TCGA-CG-4455	2.13E-01	1.72E+00	7.46E-01	1.00E-01	3.41E+00	1.57E+00	4.22E-01	8.03E-01	3.59E+00
STAD_TCGA-CG-4460	5.30E+00	2.05E+01	1.33E+01	2.38E+01	7.92E+00	8.07E+00	9.54E+00	1.67E+00	1.07E+01
STAD_TCGA-CG-4462	1.78E+00	2.69E+00	9.94E-01	1.58E+00	3.01E+00	1.30E+00	1.53E+00	1.37E+00	1.97E+00
STAD_TCGA-CG-4465	1.29E+00	4.77E+00	5.09E+00	5.94E+00	5.06E+00	5.30E+00	5.22E+00	3.00E-01	5.20E+00
STAD_TCGA-CG-4466	1.94E+00	3.13E+00	9.52E-01	2.37E+00	5.22E+00	2.35E+00	8.92E+00	1.49E+00	1.26E+01
STAD_TCGA-CG-4469	1.87E+00	3.41E+00	2.91E+00	2.84E+00	1.01E+01	3.58E+00	1.17E+01	1.64E+00	1.89E+01
STAD_TCGA-CG-4474	1.04E+00	2.61E+00	2.01E+00	1.17E+00	2.48E+00	3.67E-01	9.09E-01	1.07E+00	2.81E+00
STAD_TCGA-CG-4475	5.63E-01	1.82E+00	1.36E+00	1.06E+00	2.41E+00	2.96E+00	1.42E+00	1.07E+00	4.12E+00
STAD_TCGA-CG-4476	1.19E+00	2.59E+00	2.50E+00	2.18E+00	6.27E+00	1.48E+00	1.69E+00	1.43E+00	6.76E+00
STAD_TCGA-CG-4477	1.00E-01	1.50E+00	1.04E+00	9.19E-01	2.97E+00	1.90E+00	5.97E-01	8.72E-01	3.79E+00
STAD_TCGA-CG-5716	6.53E-01	7.78E-01	2.00E-01	5.96E-01	1.18E+00	5.00E-01	9.12E-01	0.00E+00	1.37E+00
STAD_TCGA-CG-5717	1.07E+00	1.12E+00	2.48E+00	1.85E+00	8.54E+00	2.36E+00	2.06E+00	1.97E+00	1.09E+01
STAD_TCGA-CG-5718	1.06E+00	1.73E+00	7.92E-01	2.07E+00	4.55E+00	3.20E+00	1.32E+00	1.56E+00	4.49E+00
STAD_TCGA-CG-5719	2.00E-01	2.34E+00	5.78E-01	1.41E+00	1.78E+00	2.00E+00	1.03E+00	1.86E+00	3.12E+00
STAD_TCGA-CG-5720	6.54E-01	1.31E+00	1.04E+00	1.38E+00	4.63E+00	2.20E+00	1.30E+00	7.92E-01	5.43E+00
STAD_TCGA-CG-5721	2.14E+00	2.88E+01	3.02E+01	4.89E+01	1.86E+01	1.63E+01	4.95E+01	1.79E+00	1.16E+01
STAD_TCGA-CG-5722	4.67E-01	1.81E+00	1.67E+00	0.00E+00	3.40E+00	2.17E+00	6.23E-01	1.45E+00	4.46E+00
STAD_TCGA-CG-5723	3.37E+00	2.11E+01	1.17E+01	2.91E+01	7.60E+00	6.90E+00	1.58E+01	1.08E+00	3.71E+00
STAD_TCGA-CG-5724	1.25E+00	1.85E+00	2.89E+00	1.53E+00	2.11E+00	3.32E+00	3.80E+00	8.46E-01	4.01E+00
STAD_TCGA-CG-5725	9.17E-01	8.43E-01	0.00E+00	1.17E+00	2.03E+00	1.42E+00	0.00E+00	8.84E-01	2.64E+00
STAD_TCGA-CG-5726	2.82E+00	1.29E+01	7.10E+00	2.02E+01	1.27E+01	5.48E+00	1.30E+01	9.91E-01	1.12E+01
STAD_TCGA-CG-5727	2.25E+00	3.53E+00	1.52E+00	2.55E+00	6.17E+00	1.36E+00	2.66E+00	2.27E+00	8.11E+00
STAD_TCGA-CG-5728	3.68E+00	1.14E+01	1.46E+01	1.25E+01	8.02E+00	6.35E+00	9.20E+00	9.40E-01	9.87E+00
STAD_TCGA-CG-5730	1.10E+00	2.12E+00	2.19E+00	3.27E+00	4.83E+00	3.33E+00	1.33E+00	3.32E+00	4.71E+00
STAD_TCGA-CG-5732	0.00E+00	1.08E+00	1.40E+00	6.05E-01	3.43E+00	2.27E+00	8.75E-01	1.23E+00	3.66E+00
STAD_TCGA-CG-5733	2.47E+00	8.44E+00	7.43E+00	1.18E+01	6.69E+00	7.47E+00	1.02E+01	0.00E+00	3.98E+00
STAD_TCGA-CG-5734	9.92E-01	3.26E+00	1.05E+00	2.12E+00	3.23E+00	2.93E+00	1.38E+00	7.37E-01	4.47E+00
STAD_TCGA-D7-5577	2.49E+00	2.05E+00	1.42E+00	2.00E+00	4.47E+00	4.35E+00	1.29E+00	1.18E+00	4.45E+00
STAD_TCGA-D7-5578	1.43E+00	1.76E+00	2.32E+00	2.45E+00	6.17E+00	1.79E+00	5.35E+00	3.28E+00	1.18E+01
STAD_TCGA-D7-5579	2.22E+00	2.54E+00	2.26E+00	2.20E+00	3.58E+00	2.10E+00	3.63E+00	1.83E+00	6.79E+00
STAD_TCGA-D7-6518	1.14E+00	2.46E+00	1.65E+00	1.33E+00	3.67E+00	4.82E-01	4.00E-01	1.46E+00	5.01E+00
STAD_TCGA-D7-6519	5.97E-01	1.52E+00	1.33E+00	8.95E-01	3.24E+00	1.73E+00	7.86E-01	1.30E+00	3.92E+00
STAD_TCGA-D7-6520	1.08E+00	2.41E+00	2.00E-01	1.17E+00	1.84E+00	1.37E+00	1.14E+00	1.08E+00	2.99E+00
STAD_TCGA-D7-6521	7.00E-01	2.33E+00	1.35E+00	1.32E+00	2.32E+00	1.37E+00	1.00E-01	1.51E+00	3.50E+00
STAD_TCGA-D7-6522	1.07E+00	1.32E+00	1.30E+00	1.55E+00	1.43E+00	1.86E+00	9.17E-01	8.95E-01	2.21E+00
STAD_TCGA-D7-6524	2.29E+00	2.82E+00	4.99E-01	2.93E+00	6.54E+00	1.99E+00	1.30E+00	3.06E-01	5.54E+00
STAD_TCGA-D7-6525	2.10E+00	2.24E+00	2.40E+00	1.64E+00	5.19E+00	2.36E+00	2.73E+00	1.97E+00	8.37E+00
STAD_TCGA-D7-6526	1.65E+00	3.38E+00	2.73E+00	3.18E+00	9.57E+00	2.18E+00	8.79E+00	2.45E+00	1.45E+01
STAD_TCGA-D7-6527	2.76E+00	2.76E+00	1.55E+00	2.13E+00	6.76E+00	1.14E+00	1.13E+01	2.41E+00	1.49E+01
STAD_TCGA-D7-6528	3.29E+00	3.12E+00	3.45E+00	2.57E+00	8.41E+00	4.69E+00	1.71E+01	3.11E+00	2.12E+01
STAD_TCGA-D7-6815	6.63E-01	3.13E+00	2.10E+00	3.30E+00	5.84E+00	4.28E+00	9.94E-01	2.00E+00	5.27E+00
STAD_TCGA-D7-6817	0.00E+00	2.24E+00	1.62E+00	2.23E+00	7.37E+00	2.62E+00	1.65E+00	1.28E+00	7.98E+00
STAD_TCGA-D7-6818	1.72E+00	2.34E+00	1.44E+00	2.38E+00	3.64E+00	1.44E+00	8.70E+00	8.36E-01	1.11E+01
STAD_TCGA-D7-6820	1.00E+00	2.12E+00	1.57E+00	1.94E+00	5.24E+00	1.41E+00	1.27E+00	1.26E+00	6.36E+00
STAD_TCGA-D7-6822	1.79E+00	1.77E+00	1.82E+00	2.18E+00	5.47E+00	1.53E+00	1.55E+01	1.95E+00	1.66E+01
STAD_TCGA-D7-8570	4.16E-01	3.02E+00	1.10E+00	2.07E+00	1.06E+01	2.19E+00	0.00E+00	1.12E+00	9.84E+00
STAD_TCGA-D7-8572	2.64E+00	2.33E+00	2.18E+00	9.21E-01	9.65E+00	6.31E+00	1.68E+00	1.77E+00	1.08E+01
STAD_TCGA-D7-8573	5.00E-01	1.79E+00	1.41E+00	1.63E+00	2.13E+00	2.21E+00	2.43E+00	8.88E-01	4.13E+00
STAD_TCGA-D7-8574	5.42E-01	9.75E-01	1.36E+00	6.40E-01	2.23E+00	7.00E-01	0.00E+00	4.00E-01	2.37E+00
STAD_TCGA-D7-8575	7.81E-01	1.36E+00	9.43E-01	6.84E-01	2.78E+00	2.16E+00	6.53E-01	5.93E-01	2.44E+00
STAD_TCGA-D7-8576	0.00E+00	2.34E+00	7.46E-01	2.05E+00	2.74E+00	1.67E+00	8.16E-01	8.95E-01	2.53E+00
STAD_TCGA-D7-8578	6.87E-01	1.87E+00	6.70E-01	9.60E-01	2.60E+00	1.28E+00	8.75E-01	0.00E+00	2.63E+00
STAD_TCGA-D7-8579	1.20E+00	1.73E+00	0.00E+00	1.59E+00	2.61E+00	3.00E-01	5.32E+00	4.01E-01	6.53E+00
STAD_TCGA-D7-A4YT	2.22E+00	3.28E+00	3.52E+00	2.52E+00	2.59E+01	4.00E+00	2.30E+00	2.70E+00	2.71E+01
STAD_TCGA-D7-A4YU	1.10E+00	3.85E+00	1.85E+00	2.88E+00	8.07E+00	3.75E+00	6.16E+00	1.45E+00	1.26E+01
STAD_TCGA-D7-A4YV	1.42E+00	8.28E+00	7.34E+00	1.06E+01	5.43E+00	3.92E+00	4.26E+00	8.92E-01	7.28E+00
STAD_TCGA-D7-A4YX	5.93E-01	2.19E+00	1.00E-01	1.37E+00	2.90E+00	1.33E-01	1.44E+00	1.57E+00	2.63E+00
STAD_TCGA-D7-A4YY	2.08E+00	4.05E+00	3.71E+00	5.89E+00	5.17E+00	5.08E+00	5.55E+00	0.00E+00	7.38E+00
STAD_TCGA-D7-A4Z0	1.03E+00	3.26E+00	0.00E+00	1.81E+00	4.01E+00	1.45E+00	2.77E+01	1.09E+00	2.80E+01
STAD_TCGA-D7-A6ET	2.21E-01	1.20E+00	1.07E+00	5.58E-01	1.97E+00	2.23E+00	3.42E-01	3.79E-01	1.50E+00
STAD_TCGA-D7-A6EV	5.21E-01	3.47E+00	2.12E+00	1.50E+00	5.61E+00	2.98E+00	3.02E+00	1.49E+00	7.00E+00
STAD_TCGA-D7-A6EX	1.44E+00	1.94E+00	1.71E+00	2.84E+00	6.98E+00	2.18E+00	9.67E-01	1.41E+00	8.84E+00
STAD_TCGA-D7-A6EY	2.10E+00	1.33E+01	1.17E+01	1.15E+01	2.00E+01	6.25E+00	1.28E+01	1.79E+00	2.53E+01
STAD_TCGA-D7-A6EZ	0.00E+00	2.36E+00	3.04E+00	1.78E+00	2.32E+01	3.11E+00	3.26E+00	2.19E+00	2.42E+01
STAD_TCGA-D7-A6F0	1.68E+00	2.70E+00	2.28E+00	2.00E+00	6.48E+00	1.69E+00	1.22E+00	1.58E+00	6.11E+00
STAD_TCGA-D7-A6F2	8.95E-01	1.66E+00	7.72E-01	1.35E+00	4.61E+00	1.40E+00	1.29E+00	1.10E+00	4.75E+00
STAD_TCGA-D7-A747	4.00E-01	2.10E+00	3.00E-01	1.71E+00	3.70E+00	2.20E+00	5.36E+00	1.14E+00	7.46E+00
STAD_TCGA-D7-A748	1.24E+00	1.46E+00	1.10E+00	1.02E+00	1.94E+00	2.00E-01	9.94E-01	2.13E-01	1.53E+00
STAD_TCGA-D7-A74A	1.44E+00	3.77E+00	5.17E-01	1.09E+00	3.97E+00	2.69E+00	1.26E+00	2.13E+00	4.51E+00
STAD_TCGA-D7-A74B	1.13E+00	1.22E+00	9.43E-01	1.00E-01	1.12E+00	1.78E+00	1.19E+00	8.06E-01	8.49E-01
STAD_TCGA-EQ-5647	6.86E-01	9.17E-01	0.00E+00	8.23E-01	5.06E+00	1.93E+00	1.55E+00	1.49E+00	4.99E+00
STAD_TCGA-EQ-8122	8.46E-01	4.02E+00	3.38E+00	3.09E+00	6.13E+00	5.25E+00	1.15E+00	2.15E+00	6.23E+00
STAD_TCGA-EQ-A4SO	1.15E+00	2.09E+00	3.30E+00	2.16E+00	1.69E+01	3.42E-01	1.50E+00	2.07E+00	1.39E+01
STAD_TCGA-F1-6177	2.07E+00	1.27E+01	1.37E+01	1.19E+01	3.59E+00	4.62E+00	7.96E+00	0.00E+00	4.59E+00
STAD_TCGA-F1-6874	1.58E+00	5.52E+00	1.03E+01	5.52E+00	6.61E+00	6.82E+00	3.96E+00	1.47E+00	5.85E+00
STAD_TCGA-F1-6875	1.00E-01	1.42E+00	2.64E+00	7.90E-01	3.02E+00	1.11E+00	2.29E+00	1.45E+00	2.90E+00
STAD_TCGA-F1-A448	4.99E-01	6.69E+00	4.10E+00	6.90E+00	1.16E+00	3.20E+00	2.93E+00	6.57E-01	4.23E+00
STAD_TCGA-F1-A72C	7.31E-01	1.54E+00	0.00E+00	1.12E+00	3.52E+00	4.00E-01	8.36E-01	5.39E-01	3.62E+00
STAD_TCGA-FP-7735	1.34E+00	9.00E-01	8.06E-01	0.00E+00	2.62E+00	2.04E+00	0.00E+00	2.02E+00	2.28E+00
STAD_TCGA-FP-7829	2.56E+00	4.30E+00	3.46E+00	4.10E+00	8.46E+00	4.80E+00	1.93E+00	1.48E+00	1.17E+01
STAD_TCGA-FP-7916	1.13E+00	2.81E+00	2.23E+00	2.24E+00	5.49E+00	9.21E-01	7.89E-01	1.15E+00	4.35E+00
STAD_TCGA-FP-7998	7.27E-01	8.19E-01	1.61E+00	1.44E+00	3.61E+00	1.55E+00	6.90E-01	1.02E+00	2.48E+00
STAD_TCGA-FP-8099	2.45E+00	2.57E+00	1.65E+00	2.91E+00	2.83E+00	3.10E+00	5.00E-01	1.52E+00	3.47E+00
STAD_TCGA-FP-8209	0.00E+00	1.00E-01	0.00E+00	1.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
STAD_TCGA-FP-8210	0.00E+00	0.00E+00	4.77E-01	1.00E-01	4.76E-01	0.00E+00	4.00E-01	0.00E+00	2.67E-01
STAD_TCGA-FP-8211	1.27E+00	1.00E-01	2.03E+00	1.52E+00	1.04E+01	1.45E+00	1.73E+00	1.47E+00	1.05E+01
STAD_TCGA-FP-8631	2.02E+00	1.22E+00	3.22E+00	8.06E-01	5.77E+00	1.57E+00	1.88E+00	1.21E+00	6.61E+00
STAD_TCGA-FP-A4BE	1.89E+00	9.90E+00	9.95E+00	1.09E+01	2.19E+00	9.93E+00	6.26E+00	0.00E+00	6.83E+00
STAD_TCGA-FP-A4BF	1.31E+00	1.54E+00	0.00E+00	2.05E+00	3.56E+00	3.62E+00	2.16E+00	9.80E-01	4.18E+00
STAD_TCGA-FP-A8CX	9.00E-01	1.58E+00	1.09E+00	1.00E-01	5.51E+00	1.33E+00	1.29E+00	1.41E+00	5.65E+00
STAD_TCGA-FP-A9TM	2.00E-01	4.64E+00	2.33E+00	1.98E+00	7.38E+00	4.07E+00	1.98E+00	1.09E+00	8.44E+00
STAD_TCGA-HF-7131	0.00E+00	1.15E+00	3.00E-01	5.78E-01	3.94E+00	2.24E+00	2.61E+00	3.05E+00	5.68E+00
STAD_TCGA-HF-7132	3.47E+00	8.99E+00	8.84E+00	9.61E+00	4.11E+00	6.63E+00	4.29E+00	1.45E+00	4.07E+00
STAD_TCGA-HF-7133	0.00E+00	2.00E+00	1.78E+00	2.44E+00	2.86E+00	2.32E+00	5.81E-01	1.53E+00	2.72E+00
STAD_TCGA-HF-7134	2.87E+00	3.07E+00	1.50E+00	3.11E+00	5.80E+00	4.55E+00	9.72E+00	2.36E+00	1.44E+01
STAD_TCGA-HF-7136	4.58E-01	2.61E+00	2.08E+00	2.06E+00	6.77E+00	1.32E+00	1.04E+00	6.53E-01	4.99E+00
STAD_TCGA-HF-A5NB	2.18E+00	1.73E+01	1.25E+01	1.90E+01	4.19E+00	2.19E+00	9.01E+00	4.99E-01	5.73E+00
STAD_TCGA-HJ-7597	8.54E-01	6.81E+00	1.06E+01	1.01E+01	1.78E+00	5.14E+00	8.41E+00	9.57E-01	1.51E+00
STAD_TCGA-HU-8238	1.45E+00	2.55E+00	1.34E+00	2.39E+00	7.22E+00	2.45E+00	4.50E+00	1.41E+00	8.46E+00
STAD_TCGA-HU-8243	4.07E-01	1.75E+00	7.49E-01	2.48E+00	5.77E+00	8.14E-01	2.30E+00	3.23E+00	5.61E+00
STAD_TCGA-HU-8244	0.00E+00	2.39E+00	8.75E-01	1.70E+00	4.84E+00	2.20E+00	1.81E+00	1.33E+00	4.16E+00
STAD_TCGA-HU-8245	7.81E-01	1.33E+00	2.27E+00	1.70E+00	2.61E+00	1.73E+00	1.69E+00	4.67E-01	2.69E+00
STAD_TCGA-HU-8249	1.59E+00	3.14E+00	2.67E+00	1.76E+00	2.71E+00	2.55E+00	8.92E-01	2.08E+00	4.25E+00
STAD_TCGA-HU-8602	3.40E-01	1.56E+01	1.09E+01	1.12E+01	8.18E+00	5.29E+00	1.30E+01	1.33E+00	3.92E+00
STAD_TCGA-HU-8604	2.06E+00	1.49E+00	1.44E+00	2.72E+00	7.05E+00	4.41E+00	2.26E+00	9.40E-01	1.02E+01
STAD_TCGA-HU-8608	5.33E-01	3.04E+00	1.12E+00	2.50E+00	2.63E+00	2.43E+00	1.59E+00	9.80E-01	2.63E+00
STAD_TCGA-HU-8610	9.64E-01	1.61E+00	1.07E+00	1.51E+00	1.67E+00	1.90E+00	7.46E-01	1.01E+00	2.06E+00
STAD_TCGA-HU-A4G2	9.10E-01	1.67E+00	3.42E-01	1.26E+00	3.39E+00	1.40E+00	6.16E-01	5.93E-01	1.63E+00
STAD_TCGA-HU-A4G3	1.05E+00	1.87E+00	1.53E+00	1.15E+00	4.06E+00	2.95E+00	1.00E+00	1.16E+00	3.03E+00
STAD_TCGA-HU-A4G6	1.28E+00	1.69E+00	1.24E+00	1.55E+00	2.35E+00	2.00E+00	0.00E+00	5.73E-01	4.07E+00
STAD_TCGA-HU-A4G8	3.05E+00	1.36E+01	1.19E+01	1.55E+01	4.96E+00	4.37E+00	1.17E+01	1.69E+00	4.00E+00
STAD_TCGA-HU-A4G9	2.18E+00	1.12E+01	8.53E+00	9.70E+00	3.30E+00	1.89E+00	4.93E+00	0.00E+00	3.35E+00
STAD_TCGA-HU-A4GC	1.72E+00	2.86E+00	2.00E-01	2.36E+00	3.49E+00	3.06E+00	2.96E+00	1.39E+00	4.84E+00
STAD_TCGA-HU-A4GD	7.00E-01	2.47E+00	1.49E+00	2.34E+00	5.24E+00	5.37E-01	1.68E+00	1.34E+00	5.55E+00
STAD_TCGA-HU-A4GF	2.33E+00	2.43E+00	2.41E+00	2.62E+00	5.51E+00	2.84E+00	2.28E+00	1.23E+00	7.31E+00
STAD_TCGA-HU-A4GH	3.01E+00	2.36E+00	1.37E+00	3.82E+00	1.15E+01	1.67E+00	7.55E+01	2.04E+00	7.98E+01
STAD_TCGA-HU-A4GJ	2.67E-01	3.96E-01	0.00E+00	0.00E+00	2.00E-01	3.89E-01	0.00E+00	0.00E+00	0.00E+00
STAD_TCGA-HU-A4GN	1.01E+00	9.46E+00	7.30E+00	9.47E+00	5.33E+00	6.56E+00	5.24E+00	9.36E-01	5.02E+00
STAD_TCGA-HU-A4GP	1.72E+00	2.41E+00	1.34E+00	1.42E+00	1.44E+01	3.96E+00	2.29E+00	8.83E-01	1.42E+01
STAD_TCGA-HU-A4GQ	3.22E+00	1.57E+01	1.19E+01	1.56E+01	2.85E+00	5.47E+00	9.16E+00	1.15E+00	2.77E+00
STAD_TCGA-HU-A4GT	2.73E+00	1.20E+01	1.22E+01	1.28E+01	3.16E+00	8.86E+00	9.55E+00	1.64E+00	7.00E+00
STAD_TCGA-HU-A4GU	4.85E+00	2.07E+01	1.41E+01	1.85E+01	1.02E+01	2.29E+01	1.30E+01	1.44E+00	1.27E+01
STAD_TCGA-HU-A4GX	3.03E+00	1.04E+01	1.18E+01	1.19E+01	2.45E+00	8.21E+00	1.01E+01	0.00E+00	2.77E+00
STAD_TCGA-HU-A4GY	4.99E-01	1.29E+00	5.37E-01	1.38E+00	2.87E+00	2.49E+00	1.29E+00	1.00E-01	2.92E+00
STAD_TCGA-HU-A4H0	1.36E+00	3.62E+00	1.11E+00	1.69E+00	6.53E+00	7.01E+00	2.54E+00	1.11E+00	6.77E+00
STAD_TCGA-HU-A4H2	2.00E-01	2.81E+00	2.26E+00	3.33E+00	5.94E+00	3.41E+00	4.30E+00	8.85E-01	1.12E+01
STAD_TCGA-HU-A4H3	2.27E+00	9.36E+00	6.56E+00	1.07E+01	6.91E+00	7.95E+00	5.87E+00	8.31E-01	5.84E+00
STAD_TCGA-HU-A4H4	1.14E+00	3.75E+00	6.57E+00	6.44E+00	9.01E+00	5.17E+00	5.59E+00	1.30E+00	1.21E+01
STAD_TCGA-HU-A4H5	1.53E+00	2.89E+00	4.49E+00	3.92E+00	2.74E+01	4.82E+00	1.21E+00	1.39E+00	2.92E+01
STAD_TCGA-HU-A4H6	2.69E-01	2.88E+00	2.25E+00	1.26E+00	3.58E+00	4.29E+00	2.23E+00	9.52E-01	3.79E+00
STAD_TCGA-HU-A4H8	1.01E+00	1.32E+01	1.12E+01	1.31E+01	4.76E+00	8.95E+00	3.60E+00	1.27E+00	8.21E+00
STAD_TCGA-HU-A4HB	1.00E-01	5.12E-01	0.00E+00	0.00E+00	8.62E-01	3.00E-01	1.00E-01	0.00E+00	8.27E-01
STAD_TCGA-HU-A4HD	1.31E+00	2.90E+00	0.00E+00	2.32E+00	8.98E+00	3.57E+00	2.80E+00	2.69E+00	1.12E+01
STAD_TCGA-IN-7806	5.12E-01	2.13E+00	1.00E-01	3.96E-01	4.03E+00	3.32E+00	1.51E+00	8.30E-01	3.51E+00
STAD_TCGA-IN-7808	1.26E+00	3.06E+00	0.00E+00	1.54E+00	4.23E+00	1.47E+00	1.32E+00	9.71E-01	5.63E+00
STAD_TCGA-IN-8462	6.11E-01	2.53E+00	1.65E+00	1.44E+00	6.51E+00	1.82E+00	7.72E-01	1.93E+00	6.67E+00
STAD_TCGA-IN-8663	4.96E-01	3.22E+00	9.00E-01	2.12E+00	6.32E+00	3.59E+00	7.49E+00	1.73E+00	1.14E+01
STAD_TCGA-IN-A6RI	4.00E-01	2.19E+00	1.08E+00	1.83E+00	5.07E+00	3.79E+00	4.44E+00	7.02E-01	6.64E+00
STAD_TCGA-IN-A6RJ	2.00E-01	2.68E+00	9.24E-01	1.89E+00	4.21E+00	3.07E+00	5.77E+00	6.33E-01	7.19E+00
STAD_TCGA-IN-A6RL	6.86E+00	3.40E+00	4.74E+00	2.35E+00	2.37E+01	3.45E+00	4.17E+00	2.56E+00	2.43E+01
STAD_TCGA-IN-A6RN	1.33E+00	2.38E+00	2.14E+00	2.07E+00	8.22E+00	2.05E+00	6.23E-01	1.29E+00	9.91E+00
STAD_TCGA-IN-A6RO	1.90E+00	3.13E+00	5.11E+00	2.30E+00	1.85E+01	4.21E+00	1.53E+00	3.61E+00	1.82E+01
STAD_TCGA-IN-A6RP	1.59E+00	3.00E+00	2.00E+00	2.50E+00	5.56E+00	2.60E+00	1.07E+00	1.54E+00	3.94E+00
STAD_TCGA-IN-A6RR	1.38E+00	3.23E+00	2.08E+00	1.97E+00	6.84E+00	6.69E+00	3.35E+00	2.08E+00	6.53E+00
STAD_TCGA-IN-A6RS	9.55E-01	1.83E+00	1.75E+00	2.57E+00	4.62E+00	4.41E+00	0.00E+00	9.22E-01	4.06E+00
STAD_TCGA-IN-A7NR	6.70E-01	1.52E+00	5.97E-01	2.01E+00	2.07E+00	2.22E+00	3.69E+00	6.90E-01	4.67E+00
STAD_TCGA-IN-A7NT	1.12E+00	3.41E+00	1.75E+00	2.94E+00	3.15E+00	2.21E+00	2.78E+00	1.78E+00	4.14E+00
